question,correct,difficulty_level,time,quiz_area,option_0,option_1,option_2,option_3
"Mbɑ̄' ō ndāmɑ̀ sǐ' njīī zʉ̀' bɑ̄, ǎ mɑ́ ...",Ngwɑ̀fʉ̀ɑ̀,1,20,Zhíghə̀ə̄lɑ̄',Ngwɑ̀fʉ̀ɑ̀,Nkàālɑ̀,Mɑ̄lū à,Mbùmbū'
"Ghə̀ə̄ mɑ̀ ghə̀ə̄ lɑ̄'.  "" ɑ́ mbɑ̀wɑ̄lɑ̄ tráá tɑ́ yáá sì nāk ī",ɑ́ mbɑ̀wɑ̄lɑ̄ ŋáh tɑ́ yáá sì nāk ī,1,20,Zhíghə̀ə̄lɑ̄',ɑ́ mbɑ̀wɑ̄lɑ̄ ŋáh tɑ́ yáá sì nāk ī,ɑ́ mbɑ̀wɑ̄lɑ̄ fīt tɑ́ yáá sì nāk ī,ɑ́ mbɑ̀wɑ̄lɑ̄ dīē tɑ́ yáá sì nāk ī,Ngɑ̌ cɑ̀'sì yēē lɑ́ pɑ̀mfhʉ́pʉ̀
"Pèn páhsí  kwàāngèè béè lè : pó ngɑ́ɑ́ zúncò, tɑ́' sī mbʉ́ɑ́ làh ndʉ̄ɑ̄' ncò bɑ̄ ",Pó nzī wèn tɑ́ á zī nā ì,1,20,Zhíghə̀ə̄lɑ̄',Pó nzī wèn tɑ́ á zī nā ì,"Wèn bɑ̌ mɑ̀ wò, ò bɑ̄ mɑ̀ yʉ̄ɑ̄",Tâ'sì lɑ̀fhʉ́ mbí ngʉ́ngà',Nnàk ndɑ̀ndɑ̀' lɑ̀' dīē mɑ̂nzhì
Wěn mbɑ̄ tɑ̀ nzɑ̄ ncò pō cēh í mɑ́ kɑ́ ?,Nshʉ̀ɑ̀ncò,1,20,Zhíghə̀ə̄lɑ̄',Nshʉ̀ɑ̀ncò,Ndě',Ncwē',Nkhʉ̀ɑ̀ncò
"Sī tə́ə́ nshǐnā í bɑ̄, mɑ̀ ǹ sǐ' mbɑ̄ ngwè' lè bɑ̄.  Ǎ mbɑ̄ ndû mɑ̄vǒ",Mbɑ̄',1,20,Zhíghə̀ə̄lɑ̄',Mbɑ̄',Ngāā,Mɑ̄vǒ,Ndhímōh
Wú mbɑ̄ tɑ̀ mbé' yə̄ə̄ pō lēn mɑ́ pō sǐ' nnú' kɑ́ bɑ̄ ɑ̄ ?,Ŋwɑ̄',1,20,Zhíghə̀ə̄lɑ̄',Ŋwɑ̄',Njɑ̀ɑ̀,Mbɑ̄',Tɑ̀'
"Ngɑ̌ mfhʉ̄ mɑ̀ nɑ́ nzʉ̄, pō mɑ̄ndáh ā nshwīāh mōh. Pō mbɑ̄ tɑ̀ ntēh mbà', ntēh mvāt ncēn ā nhɑ̄ njàm, ngén njēh lā nɑ́ nàm.",Kʉ̀kā',2,20,Zhíghə̀ə̄lɑ̄',Kʉ̀kā',Fìènkàk,Nkwě'nzhì,Là'
"Wěn mbɑ̄  tɑ̀ mɑ̄ncāk làh ndó nɑ́ tɑ̀' zʉ̀', ɑ́ shʉ̀ɑ̀, ndēn mɑ́ ngɑ̌ mɑ̀ntēh yà nzʉ́ ...",Yɑ̀ɑ̀,2,20,Zhíghə̀ə̄lɑ̄',Yɑ̀ɑ̀,Kò,Ndàk,Kè'
"Zʉ̀' yì pó nthʉ̄'/sū' nzʉ́ mʉ̀ lɑ́. Pó mmɑ́' nzʉ́ ntām, ndáh nkhù nnák, ncā'",Yɑ̀ɑ̀,2,20,Zhíghə̀ə̄lɑ̄',Yɑ̀ɑ̀,Sìì,Mbɑ̀',Ndèndèè
Mɑ̄vǒ ndāmɑ̀ sǐ' ngén kò sì yāā bɑ̄. Ǎ ncō kò ntōk mbɑ̀kɑ́lɑ̄ mmɑ́' ntám tɑ̄ ndáh mfhʉ̄.  Pó ndáh ndàk pí ndʉ̄ɑ̄ tɑ̀ ndáh nníɑ́,Kə̀ə̀,1,20,Zhíghə̀ə̄lɑ̄',Kə̀ə̀,Ndhī ì,Mbēnmbēn,Nɑ̄h
Ngɑ̌ mɑ́ tɑ̀' líé'nzɑ́ mbèè. Ngɑ̌ nsɑ́' njǎm Ntʉ̄'kwɑ̀/Sū'kwɑ̀,Ntʉ̄'ntāā,2,20,Zhíghə̀ə̄lɑ̄',Ntʉ̄'ntāā,Nzîngū,Nzîsǒ,Ŋà'
"Ndɑ̀ɑ̀  pɑ̌Kōō, Kóó-Fʉ̀ Nsǐngà' (Bakou-Fontsinga)",Nsǐngà' : Mbām bɑ̄ pʉ̀ɑ̀,3,20,Zhíghə̀ə̄lɑ̄',Nsǐngà' : Mbām bɑ̄ pʉ̀ɑ̀,Nsǐngà' : Wúzɑ́ fʉ̀,Hāālʉ̄ɑ̄': Dìpʉ̀ɑ̀,Nzhíá'kò : Zīngɑ́ɑ́ngʉ̀ɑ̀
Ndɑ̀ɑ̀ pɑ̌Póántòò (Babouatou) ,Njâ'nkə̀ə̀ : Pààngòp/Lìpʉ̀ɑ̀,3,20,Zhíghə̀ə̄lɑ̄',Njâ'nkə̀ə̀ : Pààngòp/Lìpʉ̀ɑ̀,Nsǐngà' : Mbām bɑ̄ pʉ̀ɑ̀,Nzhíá'kò : Ngǎ'mɑ̄nì,Hómɑ̄kùɑ̀/Wókmɑ̄kùɑ̀ : Lǎksɑ̀ɑ̀/Ngwá'pēē/Nkù'nì
Ndɑ̀ɑ̀ pɑ̌Sɑ̀ɑ̀ (Basap),Hómɑ̄kùɑ̀/Wókmɑ̄kùɑ̀ : Lǎksɑ̀ɑ̀/Ngwá'pēē/Nkù'nì,3,20,Zhíghə̀ə̄lɑ̄',Hómɑ̄kùɑ̀/Wókmɑ̄kùɑ̀ : Lǎksɑ̀ɑ̀/Ngwá'pēē/Nkù'nì,Nsǐngà' : Wúzɑ́ fʉ̀,Nzhíá'kò : Ngǎ'mɑ̄nì,1. Mêngòm : Mɑ̄nìtʉ̄ʉ̄. 2. Nzhíá'kò : Mɑ̄nìtʉ̄ʉ̄.
Ndɑ̀ɑ̀ pɑ̌Nkwɛ̌'nzhì (Bankondji),Nzhíá'kò : Ngǎ'mɑ̄nì,3,20,Zhíghə̀ə̄lɑ̄',Nzhíá'kò : Ngǎ'mɑ̄nì,1. Mêngòm : Mɑ̄nìtʉ̄ʉ̄. 2. Nzhíá'kò : Mɑ̄nìtʉ̄ʉ̄.,Nsǐngà' : Mbām bɑ̄ pʉ̀ɑ̀,Hāālʉ̄ɑ̄': Dìpʉ̀ɑ̀
Ndɑ̀ɑ̀ pɑ̌Fā' (Bafang),1. Mêngòm : Mɑ̄nìtʉ̄ʉ̄. 2. Nzhíá'kò : Mɑ̄nìtʉ̄ʉ̄.,3,20,Zhíghə̀ə̄lɑ̄',1. Mêngòm : Mɑ̄nìtʉ̄ʉ̄. 2. Nzhíá'kò : Mɑ̄nìtʉ̄ʉ̄.,Njâ'nkə̀ə̀ : Pààngòp/Lìpʉ̀ɑ̀,Ntō',Làk
Ndɑ̀ɑ̀ pɑ̌Póóncə̄ə̄-Ngǎ'lʉ̄ɑ̄' (Baboutcheu-Ngaleu),Nzhíá'kò : Mɑ̄ngáángāā,3,20,Zhíghə̀ə̄lɑ̄',Nzhíá'kò : Mɑ̄ngáángāā,Njâ'nkə̀ə̀ : Pààngòp/Lìpʉ̀ɑ̀,Hə̀ə̄,Líé'ngā'
Ndɑ̀ɑ̀ pɑ̌Póóncɑ̀'-Nìīncə̄ə̄ (Baboutcha-Nitcheu).,Nzhíá'kò : Zīngɑ́ɑ́ngʉ̀ɑ̀,3,20,Zhíghə̀ə̄lɑ̄',Nzhíá'kò : Zīngɑ́ɑ́ngʉ̀ɑ̀,1. Mêngòm : Mɑ̄nìtʉ̄ʉ̄. 2. Nzhíá'kò : Mɑ̄nìtʉ̄ʉ̄.,Hómɑ̄kùɑ̀/Wókmɑ̄kùɑ̀ : Lǎksɑ̀ɑ̀/Ngwá'pēē/Nkù'nì,Nsǐngà' : Mbām bɑ̄ pʉ̀ɑ̀
Ndɑ̀ɑ̀ pɑ̌Póónén mbɑ̄ mɑ́ ...,Nzhíá'kò : Mɑ̄ndʉ̄ʉ̄kʉ̀ʉ̀,3,20,Zhíghə̀ə̄lɑ̄',Nzhíá'kò : Mɑ̄ndʉ̄ʉ̄kʉ̀ʉ̀,Nzhíá'kò : Mɑ̄ngáángāā,Hómɑ̄kùɑ̀/Wókmɑ̄kùɑ̀ : Lǎksɑ̀ɑ̀/Ngwá'pēē/Nkù'nì,Ngòfāt
"Wèn zǎb nkòò nò, ",Ò zāb vàm zǐ,1,20,Zhíghə̀ə̄lɑ̄',Ò zāb vàm zǐ,Ò fīī pó tók ì tɑ̀ ǎ lɑ̀ die lɑ̄' ndə̄ə̄,Ò zāb yǒ nkòò nī,Tā'sī ī
Pó nzī wèn tɑ́ á ...,zī yì nā,1,20,Zhíghə̀ə̄lɑ̄',Zī yì nā,Lōō yì wū,Kūɑ̄,ghʉ̄ mbè' zīī
Mbɑ̀ yàā lū' lɑ́  ngʉ́ lāhā ? ,nŋwáá mɑ́ yì mvǎk nɑ̄',1,20,Zhíghə̀ə̄lɑ̄',nŋwáá mɑ́ yì mvǎk nɑ̄',Ŋwáá wúzɑ̄,Mbʉ̄ɑ̄',Njwáá
"Ngɑ̌ nnēē mbɑ̄ mɑ̀ ngɑ̌ ghʉ̌ lěn vʉ́mōh, pō mɑ̄ ndáh ā nzɑ̄ wū. ",Lū',1,20,Zhíghə̀ə̄lɑ̄',Lū',Làk,Càk,Nī
"Pó mvɑ̄h nné' nɑ́ à, pó lɑ̀ mɑ̄mbēn ā mbɑ̀ pēn",Kwéndʉ̄ɑ̄,1,20,Zhíghə̀ə̄lɑ̄',Kwéndʉ̄ɑ̄,Sāhndó',Nzhìndʉ̀ɑ̀,Mōh
"Pó mvɑ̄h nsī nɑ́ à, pó lɑ̀ mɑ̄mbēn ā mbɑ̀ pēn",Làk,1,20,Zhíghə̀ə̄lɑ̄',Làk,Nkhʉ̀,Nzhʉ̀',Vhʉ̄
"Ò kwèésí wū yì pó ndáh nthʉ̄'/sū' wū lɑ́ pí zʉ̀' yì wěn nnák nā lɑ́, mɑ̀ yáá nhɑ̄ tɑ̀' lɑ́' Túnkə̀ə̀",Nkwě'nzhì,1,20,Zhíghə̀ə̄lɑ̄',Nkwě'nzhì,Cónshì,Ŋó'nzhì,Zǎknzhì
"Ngɑ̌ mɑ́ tɑ̀' nɑ́hsáhwū, mbɑ̄ mvǎk líé'nzɑ̄ yì tɑ̀' ngɑ̀ɑ́ mbɑ̄ mɑ̀ ǎ ghʉ̀ lɑ́",Hə̀ə̄,1,20,Zhíghə̀ə̄lɑ̄',Hə̀ə̄,Sə̀ə̀mbʉ́ɑ́,Tî,Vʉ̀'ʉ̄
Pó ndáh à ndə̄ə̄ wúzɑ̄. Sī mʉ̀ bɑ̄ mɑ̀ wúzɑ̄ sǐ' ndámsí bɑ̄. Ǹ sī mɑ́ sōh bɑ̄.,Zúsōh,1,20,Zhíghə̀ə̄lɑ̄',Zúsōh,Pēē,Nkùɑ̀,Ndʉ̀ndām
Sī mʉ̀ bɑ̄ mɑ̀ wèn sǐ' njīī zʉ̀' bɑ̄,Nɑ̄h,1,20,Zhíghə̀ə̄lɑ̄',Nɑ̄h,Zòk,Mvāt,Kā'
"Ngɑ̌ mbɑ̄ nshǔ wèn, mbɑ̄ mɑ̀ ngɑ̌ ghʉ̌ lěn mbɔ̌shʉ́ɑ́, nzhī ndēn mɑ́ lěn pìh. Sī mʉ̀ bɑ́ mɑ̀ wèn sǐ' njū' lǎm zū pɑ́' ngwā' lɑ́ bɑ̄.",Lām,1,20,Zhíghə̀ə̄lɑ̄',Lām,Nsè',Nzʉ̄,Tū
Que signifie « sə̀ə̀mbʉ́ɑ́ » ?,sept.,1,15,Mbíághə̀ə̀,sept.,les poumons.,brûler.,sauterelle.
Que signifie « mbǔ'ntōk » ?,sourd.,2,20,Mbíághə̀ə̀,sourd.,charognard.,le défilé.,asperger.
Que signifie « mmīīsī » ?,sucer.,2,15,Mbíághə̀ə̀,sucer.,téter,la girafe,la dysenterie
Que signifie « mô'nsè' » ?,canine,3,15,Mbíághə̀ə̀,canine,le hérisson.,ascenseur,un dictaphone
Que signifie « ndāmɑ̀ » ?,grand.,2,15,Mbíághə̀ə̀,grand.,la peinture.,progestérone.,flânerie.
Que signifie « cōptúzēn » ?,pronom.,3,15,Mbíághə̀ə̀,pronom.,sauter,un électricien,mois de mars.
Que signifie « cwēē » ?,couper.,1,15,Mbíághə̀ə̀,couper.,les plats.,la gale.,brûler.
Que signifie « húndèn » ?,chauve.,2,15,Mbíághə̀ə̀,chauve.,corps humain.,mois d'Août.,la dysenterie
Que signifie « kàmnkɑ̀ndàk » ?,moitié.,2,15,Mbíághə̀ə̀,moitié.,l'aimant,synonyme.,la rouille.
Que signifie « khʉ̄ » ?,brûler.,2,15,Mbíághə̀ə̀,brûler.,les poumons.,les secrets.,chauve-souris.
Que signifie « kùkù » ?,bélier.,3,15,Mbíághə̀ə̀,bélier.,brisure.,sucer.,balancer.
Que signifie « mīīsì » ?,bonbon.,2,15,Mbíághə̀ə̀,bonbon.,un livreur,cadavre humain.,"aller, partir."
Que signifie « mmōmsī » ?,fermer.,3,15,Mbíághə̀ə̀,fermer.,sourd.,le sanglier.,vagabondage.
Que signifie « mvɑ̄h nēhē » ?,chômer.,2,15,Mbíághə̀ə̀,chômer.,le strabisme.,plantain.,bibliothécaire
Que signifie « ndʉ̄ɑ̀nkɑ̄ɑ̄ » ?,banque.,2,15,Mbíághə̀ə̀,banque.,chauve-souris.,bonbon.,les oreillons.
Que signifie « ngwɑ̂'ghǎ'zū » ?,éboueur,2,15,Mbíághə̀ə̀,éboueur,la dysenterie,bec d'oiseau.,secouriste
Que signifie « ngwɑ̂'mbī' » ?,éboueur,2,15,Mbíághə̀ə̀,éboueur,pousser.,sourd.,le strabisme.
Que signifie « nníícwàà » ?,humide.,2,15,Mbíághə̀ə̀,humide.,cadavre humain.,"coller, s'unir.",quémandeur.
Que signifie « ntə́ə́thʉ̄ » ?,fruits.,2,15,Mbíághə̀ə̀,fruits.,plantain.,bélier.,oppresseur.
Que signifie « fákmōh » ?,brûlure.,2,15,Mbíághə̀ə̀,brûlure.,les mots.,un appartement.,cadavre humain.
Que signifie « kǎmsònkhù » ?,culotte.,2,15,Mbíághə̀ə̀,culotte.,"tisser, natter.",poussin.,choux au taro.
Que signifie « kə̀ə̄yǒhnshì » ?, chorale,2,15,Mbíághə̀ə̀, chorale,les mots.,sucer.,les oreillons.
Que signifie « kùkúlù » ?,bouillie,1,15,Mbíághə̀ə̀,bouillie,charognard.,le cercueil.,pays lointain.
Que signifie « mbíábɑ́ » ?,bégayer.,3,15,Mbíághə̀ə̀,bégayer.,savonner.,pickpocket.,fruits.
Que signifie « mêngāp » ?,poussin.,1,15,Mbíághə̀ə̀,poussin.,gros mangeur.,cadavre humain.,la tuberculose.
Que signifie « mfàktēnɑ̄ » ?,l'aimant,3,15,Mbíághə̀ə̀,l'aimant,un électricien,prétexter.,hennissement.
Que signifie « mfèn-wū » ?,vendeur.,2,15,Mbíághə̀ə̀,vendeur.,le tapis.,le mariage.,le hérisson.
Que signifie « mvênɑ̀ » ?,l'herbe.,1,15,Mbíághə̀ə̀,l'herbe.,progestérone.,se tromper.,cadavre humain.
Que signifie « ndât » ?,sauteur.,2,15,Mbíághə̀ə̀,sauteur.,pousser.,poussin.,un électricien
Que signifie « ngé' » ?,pleurer.,1,15,Mbíághə̀ə̀,pleurer.,les parapluies.,le sanglier.,la rouille.
Que signifie « nnìnī' » ?,brisure.,2,15,Mbíághə̀ə̀,brisure.,la dysenterie,le hérisson.,les mots.
Que signifie « ntà'sì » ?,la gale.,3,15,Mbíághə̀ə̀,la gale.,mensonge.,le prisonnier.,pousser.
Que signifie « ŋà'ŋʉ̂ » ?,l'hyène.,2,15,Mbíághə̀ə̀,l'hyène.,citronnelle.,fermer.,fréquentation.
Que signifie « ntíé' » ?,pousser.,1,15,Mbíághə̀ə̀,pousser.,bibliothécaire,prophète.,pleurer.
Que signifie « cwàānù » ?,mensonge.,1,15,Mbíághə̀ə̀,mensonge.,le tapis.,l'herbe.,la louche.
Que signifie « fóhmbʉ̄ɑ̄ » ?,synonyme.,3,15,Mbíághə̀ə̀,synonyme.,l'essuie pied.,sourd.,quémandeur.
Que signifie « fʉ̀ɑ̄'nshì » ?,le litre.,3,15,Mbíághə̀ə̀,le litre.,couper.,une promesse.,charognard.
Que signifie « ghēēnɑ̄ » ?,flânerie.,3,15,Mbíághə̀ə̀,flânerie.,blennorragie.,mois de mars.,l'harmonica.
Que signifie « kwèlè' » ?,plantain.,1,15,Mbíághə̀ə̀,plantain.,peut-être ?,le canard.,la rouille.
Que signifie « pòmɑ̀nkwàlɑ̀ » ?,la guêpe.,3,15,Mbíághə̀ə̀,la guêpe.,humide.,le colibri,éboueur
Que signifie « mɑ̄nkǒklù » ?,la guêpe.,3,15,Mbíághə̀ə̀,la guêpe.,le mariage.,la pharmacie.,vendeur.
Que signifie « ncwēēsī » ?,découper.,1,15,Mbíághə̀ə̀,découper.,progestérone.,culotte.,un marin
Que signifie « ndhîsīèndʉ̄ɑ̄ » ?,le tapis.,2,15,Mbíághə̀ə̀,le tapis.,la gale.,fourmi soldat.,l'église.
Que signifie « ndʉ̄ɑ̀sīē » ?,l'église.,2,15,Mbíághə̀ə̀,l'église.,"coller, s'unir.",le sanglier.,une promesse.
Que signifie « ndʉ̄ɑ̀zúvʉ̀ » ?,le musée.,2,15,Mbíághə̀ə̀,le musée.,le mariage.,humide.,la cloche.
Que signifie « ndǔ'ngòfāt » ?,la bière.,2,15,Mbíághə̀ə̀,la bière.,fruits.,"rétif, têtu.",les secrets.
Que signifie « ngà'mfɑ̌'ndʉ̂'nshì » ?,un marin ,3,15,Mbíághə̀ə̀,un marin ,mois de mars.,brûlure.,chauve-souris.
Que signifie « ngà'mfɑ̌'nkàb » ?,manucure ,3,15,Mbíághə̀ə̀,manucure ,plantains.,chatouiller.,fantômes.
Que signifie « ngámndʉ̄ɑ̄' » ?,prophète.,4,15,Mbíághə̀ə̀,prophète.,citronnelle.,sauterelle.,sucer.
Que signifie « njá'zū » ?,les mots.,1,15,Mbíághə̀ə̀,les mots.,la peinture.,prétexter.,chauve.
Que signifie « nkèē » ?,le singe.,1,15,Mbíághə̀ə̀,le singe.,chorale,flânerie.,le sanglier.
Que signifie « nnə́hnshì » ?,asperger.,2,15,Mbíághə̀ə̀,asperger.,mois de mars.,le litre.,bégayer.
Que signifie « nsāmsī » ?,balancer.,2,15,Mbíághə̀ə̀,balancer.,humide.,bonbon.,mensonge.
Que signifie « nshísòh » ?,savonner.,1,15,Mbíághə̀ə̀,savonner.,le papillon.,la chèvre.,flânerie.
Que signifie « nshʉ̀ɑ̀lōh » ?,insomnie.,4,15,Mbíághə̀ə̀,insomnie.,le sanglier.,chatouiller.,l'élastique.
Que signifie « ŋǎ'pʉ̀ » ?,fantômes.,2,15,Mbíághə̀ə̀,fantômes.,un taximan,la bière.,se tromper.
Que signifie « sînə̀ə̀ » ?, la biche,3,15,Mbíághə̀ə̀, la biche,fermer.,un dictaphone,le strabisme.
Que signifie « tɑ́htēnɑ̄ » ?, le clou.,3,15,Mbíághə̀ə̀, le clou.,un kamikaze,le hérisson.,les parapluies.
Que signifie « mbɑ́ɑ́nkā' » ?,les plats.,1,15,Mbíághə̀ə̀,les plats.,le sanglier.,un dictaphone,cadavre humain.
Que signifie « mʉ̄ɑ̄lū' » ?,la louche.,2,15,Mbíághə̀ə̀,la louche.,sucer.,bégayer.,la guêpe.
Que signifie « mvátncāt » ?,le cirage.,2,15,Mbíághə̀ə̀,le cirage.,le litre.,le sanglier.,choux au taro.
Que signifie « nǎknkà' » ?,le défilé.,2,15,Mbíághə̀ə̀,le défilé.,la gale.,plantain.,téter
Que signifie « ndáhntā' » ?,prétexter.,2,15,Mbíághə̀ə̀,prétexter.,"aller, partir.",chauve.,la chèvre.
Que signifie « ngà'mfɑ̌'nsə̀ə̀ » ?,fleuriste ,3,15,Mbíághə̀ə̀,fleuriste ,"rétif, têtu.",les narines.,le mollet.
Que signifie « ngâpnshì » ?,le canard.,1,15,Mbíághə̀ə̀,le canard.,mensonge.,prophète.,"bâton, canne."
Que signifie « mvī » ?,la chèvre.,1,15,Mbíághə̀ə̀,la chèvre.,la biche,un kamikaze,les plats.
Que signifie « njāk » ?,la cloche.,2,15,Mbíághə̀ə̀,la cloche.,progestérone.,"veufs, veuves.",savonner.
Que signifie « njàmkhù » ?,le mollet.,2,15,Mbíághə̀ə̀,le mollet.,insomnie.,moitié.,savonner.
Que signifie « nkô'vhʉ̀ » ?,ascenseur,3,15,Mbíághə̀ə̀,ascenseur,bégayer.,le colibri,fourmi soldat.
Que signifie « nkwèlè' » ?,plantains.,1,15,Mbíághə̀ə̀,plantains.,charpentier.,l'essuie pied.,la cloche.
Que signifie « sʉ̀ɑ̀ntē' » ?, la girafe,2,15,Mbíághə̀ə̀, la girafe,choux au taro.,les mots.,les oreillons.
Que signifie « ywè'sāk  » ?,le colibri,3,15,Mbíághə̀ə̀,le colibri,sucer.,chômer.,asperger.
Que signifie « cò' kāhā » ?,peut-être ?,2,15,Mbíághə̀ə̀,peut-être ?,savonner.,être noir.,brûler.
Que signifie « lə́ə́ndʉ̄ɑ̄ » ?,le mariage.,1,15,Mbíághə̀ə̀,le mariage.,charpentier.,les narines.,"coller, s'unir."
Que signifie « mɑ̄nùnù » ?,charognard.,4,15,Mbíághə̀ə̀,charognard.,l'essuie pied.,chauve.,corps humain.
Que signifie « mbʉ̂'wèn » ?,secouriste ,2,15,Mbíághə̀ə̀,secouriste ,"bâton, canne.",être noir.,hennissement.
Que signifie « mfàkŋɑ̄'ntʉ̄ɑ̄ » ?, un taximan,2,15,Mbíághə̀ə̀, un taximan,éboueur,chauve.,"coller, s'unir."
Que signifie « mvátnkə̄ə̄ » ?,la rouille.,4,15,Mbíághə̀ə̀,la rouille.,charognard.,"rétif, têtu.",le strabisme.
Que signifie « ndāk » ?,sauter,1,15,Mbíághə̀ə̀,sauter,se tromper.,chorale,cadavre humain.
Que signifie « ndōòwū » ?,quémandeur.,2,15,Mbíághə̀ə̀,quémandeur.,téter,un appartement.,mensonge.
Que signifie « ngɑ̀ɑ̀pū' » ?,un livreur ,2,15,Mbíághə̀ə̀,un livreur ,banque.,la guêpe.,le cercueil.
Que signifie « ngà'hīàsì » ?,oppresseur.,3,15,Mbíághə̀ə̀,oppresseur.,blennorragie.,le défilé.,manucure
Que signifie « ngə̀ə̀nù » ?,le parleur.,2,15,Mbíághə̀ə̀,le parleur.,pickpocket.,savonner.,couper.
Que signifie « ngōngōk » ?,sauterelle.,3,15,Mbíághə̀ə̀,sauterelle.,l'examinateur.,un dictaphone,la constitution
Que signifie « ngwèèntēē » ?,pickpocket.,4,15,Mbíághə̀ə̀,pickpocket.,mois d'octobre.,un électricien,"bâton, canne."
Que signifie « nhééní » ?,se tromper.,3,15,Mbíághə̀ə̀,se tromper.,grand.,être turbulent.,la gale.
Que signifie « nzátnkə̄ə̄ » ?,la rouille.,4,15,Mbíághə̀ə̀,la rouille.,la guêpe.,manucure,banque.
Que signifie « lū' » ?,la cuillère.,1,15,Mbíághə̀ə̀,la cuillère.,insomnie.,la pharmacie.,arc-en-ciel.
Que signifie « mɑ̂ngà'nshì » ?,mois d'Août.,2,15,Mbíághə̀ə̀,mois d'Août.,la tuberculose.,chatouiller.,fourmi soldat.
Que signifie « mbóknzī » ?,les narines.,1,15,Mbíághə̀ə̀,les narines.,un livreur,vagabondage.,brûlure.
Que signifie « mbù'fhʉ́wèn » ?,le cercueil.,4,15,Mbíághə̀ə̀,le cercueil.,"aller, partir.",corps humain.,une promesse.
Que signifie « nǎknzɑ̄ » ?,vagabondage.,4,15,Mbíághə̀ə̀,vagabondage.,sucer.,quémandeur.,l'hyène.
Que signifie « ncàm » ?,les secrets.,2,15,Mbíághə̀ə̀,les secrets.,le hérisson.,insomnie.,les mots.
Que signifie « ncwììpè'è » ?,charpentier.,3,15,Mbíághə̀ə̀,charpentier.,couper.,bibliothécaire,être noir.
Que signifie « ngɑ̄ɑ̀nə̀ə̀ » ?,le papillon.,2,15,Mbíághə̀ə̀,le papillon.,sept.,un imitateur.,l'élastique.
Que signifie « ngāāngáánə̀ə̀ » ?,le papillon.,2,15,Mbíághə̀ə̀,le papillon.,mois d'octobre.,les parapluies.,être turbulent.
Que signifie « ngɑ̄ɑ̄ngɑ́ɑ́nə̀ə̀ » ?,le papillon.,2,15,Mbíághə̀ə̀,le papillon.,téter,fleuriste,banque.
Que signifie « ngámnū » ?,arc-en-ciel.,3,15,Mbíághə̀ə̀,arc-en-ciel.,humide.,culotte.,bec d'oiseau.
Que signifie « ngʉ̄nə̀ə̀kò » ?,le sanglier.,3,15,Mbíághə̀ə̀,le sanglier.,la bière.,progestérone.,la gale.
Que signifie « ngwāpsī » ?,"rétif, têtu.",4,15,Mbíághə̀ə̀,"rétif, têtu.",le papillon.,boulangerie.,un marin
Que signifie « nkūɑ̄kɑ́ghʉ̄ʉ̀ » ?, un kamikaze,4,15,Mbíághə̀ə̀, un kamikaze,"aller, partir.",une promesse.,blennorragie.
Que signifie « nnìàh » ?,l'élastique.,4,15,Mbíághə̀ə̀,l'élastique.,boulangerie.,les narines.,ascenseur
Que signifie « nŋá'sí » ?,chatouiller.,2,15,Mbíághə̀ə̀,chatouiller.,un électricien,les plats.,hennissement.
Que signifie « nshǐnjɑ̀' » ?,la peinture.,3,15,Mbíághə̀ə̀,la peinture.,la chèvre.,pleurer.,le cercueil.
Que signifie « nshwììpè'è » ?,charpentier.,3,15,Mbíághə̀ə̀,charpentier.,la peinture.,les parapluies.,la louche.
Que signifie « nsōh » ?,les poumons.,4,15,Mbíághə̀ə̀,les poumons.,les secrets.,le litre.,un électricien
Que signifie « nzābɑ̀ » ?,le hérisson.,3,15,Mbíághə̀ə̀,le hérisson.,plantain.,moitié.,le défilé.
Que signifie « yá'ndə̀' » ?,citronnelle.,4,15,Mbíághə̀ə̀,citronnelle.,les parapluies.,la pharmacie.,la peinture.
Que signifie « fʉ̂fāt » ?,gros mangeur.,2,15,Mbíághə̀ə̀,gros mangeur.,charognard.,être turbulent.,fermer.
Que signifie « ghě'nə̀ə̀lāk » ?,hennissement.,3,15,Mbíághə̀ə̀,hennissement.,le sanglier.,"tisser, natter.",le papillon.
Que signifie « kɑ̌'wū » ?,une promesse.,2,15,Mbíághə̀ə̀,une promesse.,la gale.,les narines.,le mollet.
Que signifie « kʉ̌'zə̄h » ?,le strabisme.,4,15,Mbíághə̀ə̀,le strabisme.,les parapluies.,bélier.,moitié.
Que signifie « mbàkngòfāt » ?,mois de mars.,2,15,Mbíághə̀ə̀,mois de mars.,le sanglier.,chauve.,les narines.
Que signifie « mfʉ̀ɑ̀'wèn » ?,un imitateur.,2,15,Mbíághə̀ə̀,un imitateur.,"tisser, natter.",sourd.,le tapis.
Que signifie « mfʉ̀'nā » ?,corps humain.,1,15,Mbíághə̀ə̀,corps humain.,l'élastique.,le litre.,sourd.
Que signifie « ncʉ̀ʉ̀ » ?,"bâton, canne.",2,15,Mbíághə̀ə̀,"bâton, canne.",ascenseur,le strabisme.,l'église.
Que signifie « ndʉ̄ɑ̀hù » ?,la pharmacie.,2,15,Mbíághə̀ə̀,la pharmacie.,un kamikaze,la girafe,le singe.
Que signifie « njá'nshù » ?, l'harmonica.,4,15,Mbíághə̀ə̀, l'harmonica.,le singe.,charpentier.,progestérone.
Que signifie « nkɑ̌'nsìnsìì » ?,blennorragie.,4,15,Mbíághə̀ə̀,blennorragie.,"coller, s'unir.",la pharmacie.,sept.
